Count;DISTRICT;HUMAN INSTINCT;TYPE OF LAND;VLAND ID;COORDINATES;xy1_x;xy2_x;y3_x;xy4_x;Position X;Position Y;Cluster
2295;District 7 Kappa;Community;Exclusive;0842E;"-3120, -7520";"-3104, -7504";"-3104, -7536";"-3136, -7536";"-3136, -7504";-3120.0000;-7520.0000;106
2296;District 7 Kappa;Community;Exclusive;0847E;"-3120, -7584";"-3104, -7568";"-3104, -7600";"-3136, -7600";"-3136, -7568";-3120.0000;-7584.0000;106
2297;District 7 Kappa;Community;Exclusive;0830E;"-3152, -2336";"-3136, -2352";"-3136, -2320";"-3168, -2320";"-3168, -2352";-3152.0000;-2336.0000;104
2298;District 7 Kappa;Community;Exclusive;0829E;"-3152, -2368";"-3136, -2384";"-3136, -2352";"-3168, -2352";"-3168, -2384";-3152.0000;-2368.0000;104
2299;District 7 Kappa;Community;Exclusive;0825E;"-3152, -2400";"-3136, -2416";"-3136, -2384";"-3168, -2384";"-3168, -2416";-3152.0000;-2400.0000;104
2300;District 7 Kappa;Community;Exclusive;0841E;"-3152, -7520";"-3136, -7504";"-3136, -7536";"-3168, -7536";"-3168, -7504";-3152.0000;-7520.0000;106
2301;District 7 Kappa;Community;Exclusive;0845E;"-3152, -7552";"-3136, -7536";"-3136, -7568";"-3168, -7568";"-3168, -7536";-3152.0000;-7552.0000;106
2302;District 7 Kappa;Community;Exclusive;0846E;"-3152, -7584";"-3136, -7568";"-3136, -7600";"-3168, -7600";"-3168, -7568";-3152.0000;-7584.0000;106
2303;District 7 Kappa;Community;Exclusive;0886E;"-3648, -4142";"-3664, -4158";"-3664, -4126";"-3632, -4126";"-3632, -4158";-3648.0000;-4142.0000;111
2304;District 7 Kappa;Community;Exclusive;0885E;"-3648, -4174";"-3664, -4190";"-3664, -4158";"-3632, -4158";"-3632, -4190";-3648.0000;-4174.0000;111
2305;District 7 Kappa;Community;Exclusive;0881E;"-3648, -4206";"-3664, -4222";"-3664, -4190";"-3632, -4190";"-3632, -4222";-3648.0000;-4206.0000;111
2306;District 7 Kappa;Community;Exclusive;0865E;"-3648, -5714";"-3664, -5698";"-3664, -5730";"-3632, -5730";"-3632, -5698";-3648.0000;-5714.0000;109
2307;District 7 Kappa;Community;Exclusive;0869E;"-3648, -5746";"-3664, -5730";"-3664, -5762";"-3632, -5762";"-3632, -5730";-3648.0000;-5746.0000;109
2308;District 7 Kappa;Community;Exclusive;0870E;"-3648, -5778";"-3664, -5762";"-3664, -5794";"-3632, -5794";"-3632, -5762";-3648.0000;-5778.0000;109
2309;District 7 Kappa;Community;Exclusive;0887E;"-3680, -4142";"-3696, -4158";"-3696, -4126";"-3664, -4126";"-3664, -4158";-3680.0000;-4142.0000;111
2310;District 7 Kappa;Community;Exclusive;0882E;"-3680, -4206";"-3696, -4222";"-3696, -4190";"-3664, -4190";"-3664, -4222";-3680.0000;-4206.0000;111
2311;District 7 Kappa;Community;Exclusive;0866E;"-3680, -5714";"-3696, -5698";"-3696, -5730";"-3664, -5730";"-3664, -5698";-3680.0000;-5714.0000;109
2312;District 7 Kappa;Community;Exclusive;0871E;"-3680, -5778";"-3696, -5762";"-3696, -5794";"-3664, -5794";"-3664, -5762";-3680.0000;-5778.0000;109
2313;District 7 Kappa;Community;Exclusive;0888E;"-3712, -4142";"-3728, -4158";"-3728, -4126";"-3696, -4126";"-3696, -4158";-3712.0000;-4142.0000;111
2314;District 7 Kappa;Community;Exclusive;0884E;"-3712, -4174";"-3728, -4190";"-3728, -4158";"-3696, -4158";"-3696, -4190";-3712.0000;-4174.0000;111
2315;District 7 Kappa;Community;Exclusive;0883E;"-3712, -4206";"-3728, -4222";"-3728, -4190";"-3696, -4190";"-3696, -4222";-3712.0000;-4206.0000;111
2316;District 7 Kappa;Community;Exclusive;0867E;"-3712, -5714";"-3728, -5698";"-3728, -5730";"-3696, -5730";"-3696, -5698";-3712.0000;-5714.0000;109
2317;District 7 Kappa;Community;Exclusive;0868E;"-3712, -5746";"-3728, -5730";"-3728, -5762";"-3696, -5762";"-3696, -5730";-3712.0000;-5746.0000;109
2318;District 7 Kappa;Community;Exclusive;0872E;"-3712, -5778";"-3728, -5762";"-3728, -5794";"-3696, -5794";"-3696, -5762";-3712.0000;-5778.0000;109
2319;District 7 Kappa;Community;Exclusive;0824E;"-3968, -3792";"-3952, -3808";"-3952, -3776";"-3984, -3776";"-3984, -3808";-3968.0000;-3792.0000;103
2320;District 7 Kappa;Community;Exclusive;0820E;"-3968, -3824";"-3952, -3840";"-3952, -3808";"-3984, -3808";"-3984, -3840";-3968.0000;-3824.0000;103
2321;District 7 Kappa;Community;Exclusive;0819E;"-3968, -3856";"-3952, -3872";"-3952, -3840";"-3984, -3840";"-3984, -3872";-3968.0000;-3856.0000;103
2322;District 7 Kappa;Community;Exclusive;0835E;"-3968, -6064";"-3952, -6048";"-3952, -6080";"-3984, -6080";"-3984, -6048";-3968.0000;-6064.0000;105
2323;District 7 Kappa;Community;Exclusive;0836E;"-3968, -6096";"-3952, -6080";"-3952, -6112";"-3984, -6112";"-3984, -6080";-3968.0000;-6096.0000;105
2324;District 7 Kappa;Community;Exclusive;0840E;"-3968, -6128";"-3952, -6112";"-3952, -6144";"-3984, -6144";"-3984, -6112";-3968.0000;-6128.0000;105
2325;District 7 Kappa;Community;Exclusive;0823E;"-4000, -3792";"-3984, -3808";"-3984, -3776";"-4016, -3776";"-4016, -3808";-4000.0000;-3792.0000;103
2326;District 7 Kappa;Community;Exclusive;0818E;"-4000, -3856";"-3984, -3872";"-3984, -3840";"-4016, -3840";"-4016, -3872";-4000.0000;-3856.0000;103
2327;District 7 Kappa;Community;Exclusive;0834E;"-4000, -6064";"-3984, -6048";"-3984, -6080";"-4016, -6080";"-4016, -6048";-4000.0000;-6064.0000;105
2328;District 7 Kappa;Community;Exclusive;0839E;"-4000, -6128";"-3984, -6112";"-3984, -6144";"-4016, -6144";"-4016, -6112";-4000.0000;-6128.0000;105
2329;District 7 Kappa;Community;Exclusive;0822E;"-4032, -3792";"-4016, -3808";"-4016, -3776";"-4048, -3776";"-4048, -3808";-4032.0000;-3792.0000;103
2330;District 7 Kappa;Community;Exclusive;0821E;"-4032, -3824";"-4016, -3840";"-4016, -3808";"-4048, -3808";"-4048, -3840";-4032.0000;-3824.0000;103
2331;District 7 Kappa;Community;Exclusive;0817E;"-4032, -3856";"-4016, -3872";"-4016, -3840";"-4048, -3840";"-4048, -3872";-4032.0000;-3856.0000;103
2332;District 7 Kappa;Community;Exclusive;0833E;"-4032, -6064";"-4016, -6048";"-4016, -6080";"-4048, -6080";"-4048, -6048";-4032.0000;-6064.0000;105
2333;District 7 Kappa;Community;Exclusive;0837E;"-4032, -6096";"-4016, -6080";"-4016, -6112";"-4048, -6112";"-4048, -6080";-4032.0000;-6096.0000;105
2334;District 7 Kappa;Community;Exclusive;0838E;"-4032, -6128";"-4016, -6112";"-4016, -6144";"-4048, -6144";"-4048, -6112";-4032.0000;-6128.0000;105
2335;District 7 Kappa;Community;Exclusive;0920E;"-4368, -3072";"-4352, -3088";"-4352, -3056";"-4384, -3056";"-4384, -3088";-4368.0000;-3072.0000;115
2336;District 7 Kappa;Community;Exclusive;0916E;"-4368, -3104";"-4352, -3120";"-4352, -3088";"-4384, -3088";"-4384, -3120";-4368.0000;-3104.0000;115
2337;District 7 Kappa;Community;Exclusive;0915E;"-4368, -3136";"-4352, -3152";"-4352, -3120";"-4384, -3120";"-4384, -3152";-4368.0000;-3136.0000;115
2338;District 7 Kappa;Community;Exclusive;0795E;"-4368, -6784";"-4352, -6768";"-4352, -6800";"-4384, -6800";"-4384, -6768";-4368.0000;-6784.0000;100
2339;District 7 Kappa;Community;Exclusive;0796E;"-4368, -6816";"-4352, -6800";"-4352, -6832";"-4384, -6832";"-4384, -6800";-4368.0000;-6816.0000;100
2340;District 7 Kappa;Community;Exclusive;0800E;"-4368, -6848";"-4352, -6832";"-4352, -6864";"-4384, -6864";"-4384, -6832";-4368.0000;-6848.0000;100
2341;District 7 Kappa;Community;Exclusive;0919E;"-4400, -3072";"-4384, -3088";"-4384, -3056";"-4416, -3056";"-4416, -3088";-4400.0000;-3072.0000;115
2342;District 7 Kappa;Community;Exclusive;0914E;"-4400, -3136";"-4384, -3152";"-4384, -3120";"-4416, -3120";"-4416, -3152";-4400.0000;-3136.0000;115
2343;District 7 Kappa;Community;Exclusive;0794E;"-4400, -6784";"-4384, -6768";"-4384, -6800";"-4416, -6800";"-4416, -6768";-4400.0000;-6784.0000;100
2344;District 7 Kappa;Community;Exclusive;0799E;"-4400, -6848";"-4384, -6832";"-4384, -6864";"-4416, -6864";"-4416, -6832";-4400.0000;-6848.0000;100
2345;District 7 Kappa;Community;Exclusive;0918E;"-4432, -3072";"-4416, -3088";"-4416, -3056";"-4448, -3056";"-4448, -3088";-4432.0000;-3072.0000;115
2346;District 7 Kappa;Community;Exclusive;0917E;"-4432, -3104";"-4416, -3120";"-4416, -3088";"-4448, -3088";"-4448, -3120";-4432.0000;-3104.0000;115
2347;District 7 Kappa;Community;Exclusive;0913E;"-4432, -3136";"-4416, -3152";"-4416, -3120";"-4448, -3120";"-4448, -3152";-4432.0000;-3136.0000;115
2348;District 7 Kappa;Community;Exclusive;0793E;"-4432, -6784";"-4416, -6768";"-4416, -6800";"-4448, -6800";"-4448, -6768";-4432.0000;-6784.0000;100
2349;District 7 Kappa;Community;Exclusive;0797E;"-4432, -6816";"-4416, -6800";"-4416, -6832";"-4448, -6832";"-4448, -6800";-4432.0000;-6816.0000;100
2350;District 7 Kappa;Community;Exclusive;0798E;"-4432, -6848";"-4416, -6832";"-4416, -6864";"-4448, -6864";"-4448, -6832";-4432.0000;-6848.0000;100
2351;District 7 Kappa;Community;Exclusive;0902E;"-4938, -4928";"-4954, -4944";"-4954, -4912";"-4922, -4912";"-4922, -4944";-4938.0000;-4928.0000;113
2352;District 7 Kappa;Community;Exclusive;0901E;"-4938, -4960";"-4954, -4976";"-4954, -4944";"-4922, -4944";"-4922, -4976";-4938.0000;-4960.0000;113
2353;District 7 Kappa;Community;Exclusive;0897E;"-4938, -4992";"-4954, -5008";"-4954, -4976";"-4922, -4976";"-4922, -5008";-4938.0000;-4992.0000;113
2354;District 7 Kappa;Community;Exclusive;0903E;"-4970, -4928";"-4986, -4944";"-4986, -4912";"-4954, -4912";"-4954, -4944";-4970.0000;-4928.0000;113
2355;District 7 Kappa;Community;Exclusive;0898E;"-4970, -4992";"-4986, -5008";"-4986, -4976";"-4954, -4976";"-4954, -5008";-4970.0000;-4992.0000;113
2356;District 7 Kappa;Community;Exclusive;0904E;"-5002, -4928";"-5018, -4944";"-5018, -4912";"-4986, -4912";"-4986, -4944";-5002.0000;-4928.0000;113
2357;District 7 Kappa;Community;Exclusive;0900E;"-5002, -4960";"-5018, -4976";"-5018, -4944";"-4986, -4944";"-4986, -4976";-5002.0000;-4960.0000;113
2358;District 7 Kappa;Community;Exclusive;0899E;"-5002, -4992";"-5018, -5008";"-5018, -4976";"-4986, -4976";"-4986, -5008";-5002.0000;-4992.0000;113
2359;District 7 Kappa;Community;Exclusive;0912E;"-5248, -4528";"-5232, -4544";"-5232, -4512";"-5264, -4512";"-5264, -4544";-5248.0000;-4528.0000;114
2360;District 7 Kappa;Community;Exclusive;0908E;"-5248, -4560";"-5232, -4576";"-5232, -4544";"-5264, -4544";"-5264, -4576";-5248.0000;-4560.0000;114
2361;District 7 Kappa;Community;Exclusive;0907E;"-5248, -4592";"-5232, -4608";"-5232, -4576";"-5264, -4576";"-5264, -4608";-5248.0000;-4592.0000;114
2362;District 7 Kappa;Community;Exclusive;0787E;"-5248, -5328";"-5232, -5312";"-5232, -5344";"-5264, -5344";"-5264, -5312";-5248.0000;-5328.0000;99
2363;District 7 Kappa;Community;Exclusive;0788E;"-5248, -5360";"-5232, -5344";"-5232, -5376";"-5264, -5376";"-5264, -5344";-5248.0000;-5360.0000;99
2364;District 7 Kappa;Community;Exclusive;0792E;"-5248, -5392";"-5232, -5376";"-5232, -5408";"-5264, -5408";"-5264, -5376";-5248.0000;-5392.0000;99
2365;District 7 Kappa;Community;Exclusive;0911E;"-5280, -4528";"-5264, -4544";"-5264, -4512";"-5296, -4512";"-5296, -4544";-5280.0000;-4528.0000;114
2366;District 7 Kappa;Community;Exclusive;0906E;"-5280, -4592";"-5264, -4608";"-5264, -4576";"-5296, -4576";"-5296, -4608";-5280.0000;-4592.0000;114
2367;District 7 Kappa;Community;Exclusive;0786E;"-5280, -5328";"-5264, -5312";"-5264, -5344";"-5296, -5344";"-5296, -5312";-5280.0000;-5328.0000;99
2368;District 7 Kappa;Community;Exclusive;0791E;"-5280, -5392";"-5264, -5376";"-5264, -5408";"-5296, -5408";"-5296, -5376";-5280.0000;-5392.0000;99
2369;District 7 Kappa;Community;Exclusive;0910E;"-5312, -4528";"-5296, -4544";"-5296, -4512";"-5328, -4512";"-5328, -4544";-5312.0000;-4528.0000;114
2370;District 7 Kappa;Community;Exclusive;0909E;"-5312, -4560";"-5296, -4576";"-5296, -4544";"-5328, -4544";"-5328, -4576";-5312.0000;-4560.0000;114
2371;District 7 Kappa;Community;Exclusive;0905E;"-5312, -4592";"-5296, -4608";"-5296, -4576";"-5328, -4576";"-5328, -4608";-5312.0000;-4592.0000;114
2372;District 7 Kappa;Community;Exclusive;0785E;"-5312, -5328";"-5296, -5312";"-5296, -5344";"-5328, -5344";"-5328, -5312";-5312.0000;-5328.0000;99
2373;District 7 Kappa;Community;Exclusive;0789E;"-5312, -5360";"-5296, -5344";"-5296, -5376";"-5328, -5376";"-5328, -5344";-5312.0000;-5360.0000;99
2374;District 7 Kappa;Community;Exclusive;0790E;"-5312, -5392";"-5296, -5376";"-5296, -5408";"-5328, -5408";"-5328, -5376";-5312.0000;-5392.0000;99
249;District 1 Alpha;Curiosity;Premium;  1710P;"1136, 160";"1152, 144";"1120, 144";"1120, 176";"1152, 176";1136.0000;160.0000;19
250;District 1 Alpha;Curiosity;Premium;  1709P;"1104, 160";"1120, 144";"1088, 144";"1088, 176";"1120, 176";1104.0000;160.0000;19
251;District 1 Alpha;Curiosity;Premium;  1712P;"1136, -160";"1152, -144";"1120, -144";"1120, -176";"1152, -176";1136.0000;-160.0000;20
252;District 1 Alpha;Curiosity;Premium;  1711P;"1104, -160";"1120, -144";"1088, -144";"1088, -176";"1120, -176";1104.0000;-160.0000;20
253;District 1 Alpha;Curiosity;Premium;  1706P;"-1136, 160";"-1152, 144";"-1120, 144";"-1120, 176";"-1152, 176";-1136.0000;160.0000;17
254;District 1 Alpha;Curiosity;Premium;  1705P;"-1104, 160";"-1120, 144";"-1088, 144";"-1088, 176";"-1120, 176";-1104.0000;160.0000;17
255;District 1 Alpha;Curiosity;Premium;  1707P;"-1104, -160";"-1120, -144";"-1088, -144";"-1088, -176";"-1120, -176";-1104.0000;-160.0000;18
256;District 1 Alpha;Curiosity;Premium;  1708P;"-1136, -160";"-1152, -144";"-1120, -144";"-1120, -176";"-1152, -176";-1136.0000;-160.0000;18
257;District 1 Alpha;Curiosity;Premium;  1713P;"1776, 228";"1760, 212";"1792, 212";"1792, 244";"1760, 244";1776.0000;228.0000;21
258;District 1 Alpha;Curiosity;Premium;  1714P;"1744, 228";"1728, 212";"1760, 212";"1760, 244";"1728, 244";1744.0000;228.0000;21
259;District 1 Alpha;Curiosity;Premium;  1716P;"1744, -228";"1728, -212";"1760, -212";"1760, -244";"1728, -244";1744.0000;-228.0000;22
260;District 1 Alpha;Curiosity;Premium;  1715P;"1776, -228";"1760, -212";"1792, -212";"1792, -244";"1760, -244";1776.0000;-228.0000;22
261;District 1 Alpha;Curiosity;Premium;  1700P;"464, 974";"448, 958";"480, 958";"480, 990";"448, 990";464.0000;974.0000;14
262;District 1 Alpha;Curiosity;Premium;  1699P;"496, 974";"480, 958";"512, 958";"512, 990";"480, 990";496.0000;974.0000;14
263;District 1 Alpha;Curiosity;Premium;  1703P;"496, -974";"480, -958";"512, -958";"512, -990";"480, -990";496.0000;-974.0000;16
264;District 1 Alpha;Curiosity;Premium;  1704P;"464, -974";"448, -958";"480, -958";"480, -990";"448, -990";464.0000;-974.0000;16
265;District 1 Alpha;Curiosity;Premium;  1701P;"-496, -974";"-480, -958";"-512, -958";"-512, -990";"-480, -990";-496.0000;-974.0000;15
266;District 1 Alpha;Curiosity;Premium;  1702P;"-464, -974";"-448, -958";"-480, -958";"-480, -990";"-448, -990";-464.0000;-974.0000;15
267;District 1 Alpha;Curiosity;Premium;  1723P;"1104, 1520";"1120, 1504";"1088, 1504";"1088, 1536";"1120, 1536";1104.0000;1520.0000;26
268;District 1 Alpha;Curiosity;Premium;  1724P;"1136, 1520";"1152, 1504";"1120, 1504";"1120, 1536";"1152, 1536";1136.0000;1520.0000;26
269;District 1 Alpha;Curiosity;Premium;  1726P;"2064, -562";"2080, -546";"2048, -546";"2048, -578";"2080, -578";2064.0000;-562.0000;27
270;District 1 Alpha;Curiosity;Premium;  1728P;"2416, -784";"2432, -768";"2400, -768";"2400, -800";"2432, -800";2416.0000;-784.0000;28
271;District 1 Alpha;Curiosity;Premium;  1727P;"2384, -784";"2400, -768";"2368, -768";"2368, -800";"2400, -800";2384.0000;-784.0000;28
272;District 1 Alpha;Curiosity;Premium;  1725P;"2032, -562";"2048, -546";"2016, -546";"2016, -578";"2048, -578";2032.0000;-562.0000;27
273;District 1 Alpha;Curiosity;Premium;  1717P;"-576, 2428";"-592, 2412";"-560, 2412";"-560, 2444";"-592, 2444";-576.0000;2428.0000;23
274;District 1 Alpha;Curiosity;Premium;  1718P;"-608, 2428";"-624, 2412";"-592, 2412";"-592, 2444";"-624, 2444";-608.0000;2428.0000;23
275;District 1 Alpha;Curiosity;Premium;  1721P;"576, 2428";"592, 2412";"560, 2412";"560, 2444";"592, 2444";576.0000;2428.0000;25
276;District 1 Alpha;Curiosity;Premium;  1722P;"608, 2428";"624, 2412";"592, 2412";"592, 2444";"624, 2444";608.0000;2428.0000;25
277;District 1 Alpha;Curiosity;Premium;  1719P;"-1104, 1520";"-1120, 1504";"-1088, 1504";"-1088, 1536";"-1120, 1536";-1104.0000;1520.0000;24
278;District 1 Alpha;Curiosity;Premium;  1720P;"-1136, 1520";"-1152, 1504";"-1120, 1504";"-1120, 1536";"-1152, 1536";-1136.0000;1520.0000;24
279;District 1 Alpha;Curiosity;Premium;  1681P;"-2032, 562";"-2048, 546";"-2016, 546";"-2016, 578";"-2048, 578";-2032.0000;562.0000;5
280;District 1 Alpha;Curiosity;Premium;  1682P;"-2064, 562";"-2080, 546";"-2048, 546";"-2048, 578";"-2080, 578";-2064.0000;562.0000;5
281;District 1 Alpha;Curiosity;Premium;  1680P;"-1744, -228";"-1728, -212";"-1760, -212";"-1760, -244";"-1728, -244";-1744.0000;-228.0000;4
282;District 1 Alpha;Curiosity;Premium;  1685P;"-2032, -562";"-2048, -546";"-2016, -546";"-2016, -578";"-2048, -578";-2032.0000;-562.0000;7
283;District 1 Alpha;Curiosity;Premium;  1686P;"-2064, -562";"-2080, -546";"-2048, -546";"-2048, -578";"-2080, -578";-2064.0000;-562.0000;7
284;District 1 Alpha;Curiosity;Premium;  1683P;"-2384, 784";"-2400, 768";"-2368, 768";"-2368, 800";"-2400, 800";-2384.0000;784.0000;6
285;District 1 Alpha;Curiosity;Premium;  1684P;"-2416, 784";"-2432, 768";"-2400, 768";"-2400, 800";"-2432, 800";-2416.0000;784.0000;6
286;District 1 Alpha;Curiosity;Premium;  1674P;"2064, 562";"2080, 546";"2048, 546";"2048, 578";"2080, 578";2064.0000;562.0000;1
287;District 1 Alpha;Curiosity;Premium;  1673P;"2032, 562";"2048, 546";"2016, 546";"2016, 578";"2048, 578";2032.0000;562.0000;1
288;District 1 Alpha;Curiosity;Premium;  1675P;"2384, 784";"2400, 768";"2368, 768";"2368, 800";"2400, 800";2384.0000;784.0000;2
289;District 1 Alpha;Curiosity;Premium;  1676P;"2416, 784";"2432, 768";"2400, 768";"2400, 800";"2432, 800";2416.0000;784.0000;2
290;District 1 Alpha;Curiosity;Premium;  1678P;"-1744, 228";"-1728, 212";"-1760, 212";"-1760, 244";"-1728, 244";-1744.0000;228.0000;3
291;District 1 Alpha;Curiosity;Premium;  1677P;"-1776, 228";"-1760, 212";"-1792, 212";"-1792, 244";"-1760, 244";-1776.0000;228.0000;3
292;District 1 Alpha;Curiosity;Premium;  1679P;"-1776, -228";"-1760, -212";"-1792, -212";"-1792, -244";"-1760, -244";-1776.0000;-228.0000;4
293;District 1 Alpha;Curiosity;Premium;  1696P;"1136, -1520";"1152, -1504";"1120, -1504";"1120, -1536";"1152, -1536";1136.0000;-1520.0000;12
294;District 1 Alpha;Curiosity;Premium;  1695P;"1104, -1520";"1120, -1504";"1088, -1504";"1088, -1536";"1120, -1536";1104.0000;-1520.0000;12
295;District 1 Alpha;Curiosity;Premium;  1697P;"-496, 974";"-480, 958";"-512, 958";"-512, 990";"-480, 990";-496.0000;974.0000;13
296;District 1 Alpha;Curiosity;Premium;  1698P;"-464, 974";"-448, 958";"-480, 958";"-480, 990";"-448, 990";-464.0000;974.0000;13
297;District 1 Alpha;Curiosity;Premium;  1688P;"-2416, -784";"-2432, -768";"-2400, -768";"-2400, -800";"-2432, -800";-2416.0000;-784.0000;8
298;District 1 Alpha;Curiosity;Premium;  1687P;"-2384, -784";"-2400, -768";"-2368, -768";"-2368, -800";"-2400, -800";-2384.0000;-784.0000;8
299;District 1 Alpha;Curiosity;Premium;  1689P;"-576, -2428";"-592, -2412";"-560, -2412";"-560, -2444";"-592, -2444";-576.0000;-2428.0000;9
300;District 1 Alpha;Curiosity;Premium;  1690P;"-608, -2428";"-624, -2412";"-592, -2412";"-592, -2444";"-624, -2444";-608.0000;-2428.0000;9
301;District 1 Alpha;Curiosity;Premium;  1694P;"608, -2428";"624, -2412";"592, -2412";"592, -2444";"624, -2444";608.0000;-2428.0000;11
302;District 1 Alpha;Curiosity;Premium;  1693P;"576, -2428";"592, -2412";"560, -2412";"560, -2444";"592, -2444";576.0000;-2428.0000;11
303;District 1 Alpha;Curiosity;Premium;  1692P;"-1136, -1520";"-1152, -1504";"-1120, -1504";"-1120, -1536";"-1152, -1536";-1136.0000;-1520.0000;10
304;District 1 Alpha;Curiosity;Premium;  1691P;"-1104, -1520";"-1120, -1504";"-1088, -1504";"-1088, -1536";"-1120, -1536";-1104.0000;-1520.0000;10
611;District 2 Beta;Play;Premium;  1729P;"4736, -6652";"4752, -6636";"4720, -6636";"4720, -6668";"4752, -6668";4736.0000;-6652.0000;29
612;District 2 Beta;Play;Premium;  1730P;"4768, -6652";"4784, -6636";"4752, -6636";"4752, -6668";"4784, -6668";4768.0000;-6652.0000;29
613;District 2 Beta;Play;Premium;  1731P;"4912, -5552";"4928, -5536";"4896, -5536";"4896, -5568";"4928, -5568";4912.0000;-5552.0000;30
614;District 2 Beta;Play;Premium;  1732P;"4944, -5552";"4960, -5536";"4928, -5536";"4928, -5568";"4960, -5568";4944.0000;-5552.0000;30
615;District 2 Beta;Play;Premium;  1733P;"4384, -6432";"4400, -6416";"4368, -6416";"4368, -6448";"4400, -6448";4384.0000;-6432.0000;31
616;District 2 Beta;Play;Premium;  1734P;"4416, -6432";"4432, -6416";"4400, -6416";"4400, -6448";"4432, -6448";4416.0000;-6432.0000;31
617;District 2 Beta;Play;Premium;  1735P;"5264, -5744";"5280, -5728";"5248, -5728";"5248, -5760";"5280, -5760";5264.0000;-5744.0000;32
618;District 2 Beta;Play;Premium;  1736P;"5296, -5744";"5312, -5728";"5280, -5728";"5280, -5760";"5312, -5760";5296.0000;-5744.0000;32
619;District 2 Beta;Play;Premium;  1737P;"848, -4398";"832, -4414";"864, -4414";"864, -4382";"832, -4382";848.0000;-4398.0000;33
620;District 2 Beta;Play;Premium;  1738P;"816, -4398";"800, -4414";"832, -4414";"832, -4382";"800, -4382";816.0000;-4398.0000;33
621;District 2 Beta;Play;Premium;  1739P;"496, -4176";"480, -4192";"512, -4192";"512, -4160";"480, -4160";496.0000;-4176.0000;34
